Código IBGE;Município;UF;Operadora;Tecnologia;% área coberta;% moradores cobertos;% domicílios cobertos;Área km2;Moradores;Domicílios
1508050;Trairão;PA;Todas;3G;1,11;42,36;44,39;11991,055476;16751;4027
1303007;Nhamundá;AM;Todas;3G;1,12;43,52;43,86;14105,678396;18252;3784
5106802;Porto dos Gaúchos;MT;Todas;3G;1,13;53,91;53,92;6992,709655;5418;1759
5103106;Cocalinho;MT;Todas;3G;1,14;67,80;64,47;16530,643956;5295;1702
5106158;Nova Bandeirantes;MT;Todas;3G;1,16;40,20;41,85;9606,255789;11628;3445
5105101;Juara;MT;Todas;3G;1,17;78,23;78,74;22641,186867;32561;10010
2911105;Formosa do Rio Preto;BA;Todas;3G;1,18;62,94;64,34;16303,655927;22473;5582
1301308;Codajás;AM;Todas;3G;1,18;67,91;70,97;18711,50752;23187;4486
1400308;Mucajaí;RR;Todas;3G;1,20;55,34;55,19;12461,201871;14696;3876
5105507;Vila Bela da Santíssima Trindade;MT;Todas;3G;1,20;36,94;38,05;13420,692898;14326;4010
1600055;Serra do Navio;AP;Todas;3G;1,20;81,24;81,71;7756,134968;4368;1146
1400704;Uiramutã;RR;Todas;3G;1,24;10,53;11,48;8065,563119;8364;1444
3157609;Santa Fé de Minas;MG;Todas;3G;1,25;57,84;55,64;2917,448495;3939;1152
3156502;Rubelita;MG;Todas;3G;1,25;32,90;33,88;1110,294543;7768;2235
1504802;Monte Alegre;PA;Todas;3G;1,26;48,43;49,65;18152,544769;55306;13725
5000203;Água Clara;MS;Todas;3G;1,27;73,20;71,14;11031,121422;14290;4452
1500859;Anapu;PA;Todas;3G;1,28;52,27;52,20;11895,183507;20496;5075
2917359;Jaborandi;BA;Todas;3G;1,29;47,39;48,64;9545,379394;8952;2660
5106422;Peixoto de Azevedo;MT;Todas;3G;1,30;65,00;65,18;14257,522763;30568;8695
1506005;Prainha;PA;Todas;3G;1,31;28,15;29,53;14786,983701;29143;6150
2103174;Centro Novo do Maranhão;MA;Todas;3G;1,31;33,87;36,23;8258,446394;17605;3946
3108206;Bonfinópolis de Minas;MG;Todas;3G;1,32;65,88;65,45;1850,48737;5784;1854
1303536;Presidente Figueiredo;AM;Todas;3G;1,34;41,81;41,62;25422,340799;26979;7226
5006903;Porto Murtinho;MS;Todas;3G;1,35;66,38;66,56;17744,403653;15333;4097
1303700;Santo Antônio do Içá;AM;Todas;3G;1,35;56,67;59,08;12307,374391;24371;3992
5103379;Cotriguaçu;MT;Todas;3G;1,38;28,47;31,17;9460,854571;14972;4297
5102603;Campinápolis;MT;Todas;3G;1,38;31,29;51,28;5967,354979;14295;2910
1505908;Porto de Moz;PA;Todas;3G;1,38;45,09;49,07;17422,918957;33463;6060
1101468;Pimenteiras do Oeste;RO;Todas;3G;1,39;57,81;56,02;6014,80635;2280;700
1600204;Calçoene;AP;Todas;3G;1,40;62,61;55,95;14269,364384;8943;2246
1500404;Alenquer;PA;Todas;3G;1,40;57,70;60,14;23645,453601;52526;12106
5107180;Ribeirão Cascalheira;MT;Todas;3G;1,41;63,58;67,79;11354,809404;8796;2701
1303957;São Sebastião do Uatumã;AM;Todas;3G;1,41;56,65;63,90;10741,085122;10684;1945
1400233;Caroebe;RR;Todas;3G;1,41;43,49;45,17;12065,641527;8002;2155
1100338;Nova Mamoré;RO;Todas;3G;1,43;43,21;43,87;10071,699393;22318;6377
1502509;Chaves;PA;Todas;3G;1,46;12,13;12,85;13084,918579;20981;4308
5107875;Sapezal;MT;Todas;3G;1,46;85,32;85,36;13624,156765;17689;5390
2201150;Baixa Grande do Ribeiro;PI;Todas;3G;1,46;62,10;63,34;7809,011313;10474;2520
5103700;Feliz Natal;MT;Todas;3G;1,46;62,89;66,71;11462,461591;10900;2940
1301803;Ipixuna;AM;Todas;3G;1,46;44,38;46,92;12044,638652;22239;3721
1301407;Eirunepé;AM;Todas;3G;1,47;73,07;75,29;15011,665043;30615;6254
1301654;Guajará;AM;Todas;3G;1,50;56,25;60,43;7577,922113;13882;2639
1506583;Santa Maria das Barreiras;PA;Todas;3G;1,50;9,75;9,29;10330,213296;17059;5141
5107776;Santa Terezinha;MT;Todas;3G;1,50;41,32;44,87;6467,402813;7381;2039
1303205;Novo Airão;AM;Todas;3G;1,50;67,86;69,16;37771,399038;14624;3152
5105580;Marcelândia;MT;Todas;3G;1,51;65,64;65,86;12281,263474;11958;3738
1400456;Pacaraima;RR;Todas;3G;1,54;43,95;55,20;8028,471579;10386;2393
2906006;Campo Formoso;BA;Todas;3G;1,57;36,40;38,25;7258,718981;66441;17999
3162708;São João do Paraíso;MG;Todas;3G;1,57;44,27;46,79;1925,575425;22283;6026
1200435;Santa Rosa do Purus;AC;Todas;3G;1,58;41,09;52,17;6145,653291;4676;816
1200351;Marechal Thaumaturgo;AC;Todas;3G;1,58;31,38;34,47;8191,639989;14172;2750
5200829;Amaralina;GO;Todas;3G;1,59;33,10;35,65;1343,1748;3434;1091
1506187;Rondon do Pará;PA;Todas;3G;1,60;74,17;75,07;8246,647161;46881;12535
1101492;São Francisco do Guaporé;RO;Todas;3G;1,61;55,20;57,57;10959,830316;15993;4728
1300706;Boca do Acre;AM;Todas;3G;1,62;67,24;69,03;21950,830419;30388;7125
2208908;Ribeiro Gonçalves;PI;Todas;3G;1,62;65,32;66,89;3978,918158;6798;1642
5209457;Guarinos;GO;Todas;3G;1,68;0,62;0,57;595,866546;2277;809
1501006;Aveiro;PA;Todas;3G;1,69;27,53;27,82;17074,729511;15801;3436
4311130;Jari;RS;Todas;3G;1,69;17,51;18,03;856,456977;3574;1211
4321493;Toropi;RS;Todas;3G;1,70;16,51;17,15;202,976651;2950;1076
5007109;Ribas do Rio Pardo;MS;Todas;3G;1,72;66,01;64,69;17308,08663;20492;6456
1301605;Fonte Boa;AM;Todas;3G;1,72;66,93;72,19;12110,929474;22769;3900
5102504;Cáceres;MT;Todas;3G;1,72;84,58;84,01;24351,388173;87518;25306
1508159;Uruará;PA;Todas;3G;1,73;55,96;58,29;10791,426765;44351;11252
5101605;Barão de Melgaço;MT;Todas;3G;1,74;50,92;49,75;11174,471218;7565;2222
5107941;Tabaporã;MT;Todas;3G;1,76;54,49;52,85;8317,417104;9845;3083
2908101;Cocos;BA;Todas;3G;1,77;51,18;53,33;10227,367981;18090;4855
2209104;Santa Cruz do Piauí;PI;Todas;3G;1,82;0,50;0,51;611,607651;6019;1680
3146552;Pai Pedro;MG;Todas;3G;1,83;27,55;30,84;839,804984;5917;1635
3154457;Riachinho;MG;Todas;3G;1,83;55,35;55,99;1719,265575;7933;2337
3106655;Berizal;MG;Todas;3G;1,83;56,71;56,51;488,756117;4360;1250
1503705;Itupiranga;PA;Todas;3G;1,84;41,93;41,28;7880,185204;50805;12568
3138104;Lassance;MG;Todas;3G;1,84;56,86;56,17;3204,21686;6470;1980
1507805;Senador José Porfírio;PA;Todas;3G;1,85;52,09;48,27;14419,764622;12976;3306
1304260;Uarini;AM;Todas;3G;1,86;59,37;61,19;10246,237033;11738;2192
1200054;Assis Brasil;AC;Todas;3G;1,86;66,28;70,14;4974,162384;6023;1539
2112001;Tasso Fragoso;MA;Todas;3G;1,87;60,43;62,11;4382,975643;7761;1936
5107743;Santa Cruz do Xingu;MT;Todas;3G;1,88;66,88;64,45;5651,801912;1899;605
4203154;Calmon;SC;Todas;3G;1,88;62,82;62,18;638,179841;3387;898
5102702;Canarana;MT;Todas;3G;1,89;76,86;79,64;10882,359704;18566;5655
2101400;Balsas;MA;Todas;3G;1,90;87,68;88,15;13141,791339;83292;21277
2909307;Correntina;BA;Todas;3G;1,90;47,03;49,86;11921,444846;31173;8763
1300839;Caapiranga;AM;Todas;3G;1,91;52,22;54,12;9456,611008;10924;2223
5106828;Porto Esperidião;MT;Todas;3G;1,91;39,79;40,12;5808,916355;11024;3193
3143609;Morro da Garça;MG;Todas;3G;1,93;36,08;34,73;414,77157;2657;808
1504455;Medicilândia;PA;Todas;3G;1,94;38,09;39,28;8272,684953;27135;7348
1200344;Manoel Urbano;AC;Todas;3G;1,96;68,54;71,43;10634,324403;7942;1858
5106281;Novo São Joaquim;MT;Todas;3G;1,96;56,65;58,95;5035,154105;6009;2063
1718758;Rio Sono;TO;Todas;3G;1,98;42,47;43,35;6354,367508;6231;1680
1505437;Ourilândia do Norte;PA;Todas;3G;2,01;79,41;82,30;14410,566652;27164;7079
1506708;Santana do Araguaia;PA;Todas;3G;2,01;53,88;52,67;11591,415788;55188;13832
1600105;Amapá;AP;Todas;3G;2,01;79,29;80,69;9175,977829;8028;1783
1505486;Pacajá;PA;Todas;3G;2,04;36,35;37,08;11832,304591;39458;10041
1400407;Normandia;RR;Todas;3G;2,05;27,43;34,56;6966,813075;8923;1702
1716208;Paranã;TO;Todas;3G;2,11;46,71;44,74;11260,1866;10277;2874
5100201;Água Boa;MT;Todas;3G;2,13;81,37;80,77;7481,160097;20355;6422
5214838;Nova Crixás;GO;Todas;3G;2,14;57,11;56,88;7298,772334;11843;3934
1600402;Mazagão;AP;Todas;3G;2,15;48,45;49,58;13130,982335;16963;3539
1200328;Jordão;AC;Todas;3G;2,16;36,15;39,07;5357,282031;6567;1303
2902708;Barra;BA;Todas;3G;2,17;45,56;47,27;11414,612701;49183;11471
5002803;Caracol;MS;Todas;3G;2,17;59,56;60,69;2940,250704;5379;1569
1100304;Vilhena;RO;Todas;3G;2,17;95,20;95,15;11518,931084;75551;23506
3120300;Cristália;MG;Todas;3G;2,18;45,99;49,37;840,702268;5740;1480
5003900;Figueirão;MS;Todas;3G;2,19;53,68;54,75;4882,861236;2924;1037
1600154;Pedra Branca do Amapari;AP;Todas;3G;2,20;63,87;64,70;9495,520291;10291;2516
1100809;Candeias do Jamari;RO;Todas;3G;2,20;61,51;57,95;6843,868977;19702;5685
5103908;General Carneiro;MT;Todas;3G;2,20;38,39;46,68;3794,941325;5005;1422
5108956;Nova Monte Verde;MT;Todas;3G;2,21;50,85;50,93;5248,542814;8008;2496
3137304;Lagoa dos Patos;MG;Todas;3G;2,25;67,03;65,38;600,546773;4218;1190
5204409;Caiapônia;GO;Todas;3G;2,29;75,63;75,34;8637,870752;16438;5676
5102637;Campo Novo do Parecis;MT;Todas;3G;2,30;84,61;84,78;9434,427119;27214;8397
5102686;Campos de Júlio;MT;Todas;3G;2,34;78,77;77,27;6801,85735;5125;1504
1717909;Ponte Alta do Tocantins;TO;Todas;3G;2,35;63,97;62,29;6491,131;7155;2028
5108600;Vila Rica;MT;Todas;3G;2,36;68,04;69,04;7431,731245;21205;6076
5103304;Comodoro;MT;Todas;3G;2,38;68,41;70,09;21769,715111;17978;5466
1717503;Pium;TO;Todas;3G;2,38;58,36;60,38;10013,728469;6641;1982
4315321;Quevedos;RS;Todas;3G;2,40;32,89;32,53;543,359013;2704;922
5106182;Nova Lacerda;MT;Todas;3G;2,42;56,11;56,44;4735,085014;5390;1630
1100080;Costa Marques;RO;Todas;3G;2,45;51,95;50,65;4987,148305;13502;3696
1100320;São Miguel do Guaporé;RO;Todas;3G;2,46;49,54;50,89;7460,21848;21719;6391
3162450;São João das Missões;MG;Todas;3G;2,47;22,76;26,25;678,273673;11699;2541
1505064;Novo Repartimento;PA;Todas;3G;2,47;46,05;46,71;15398,69725;61696;15139
1505650;Placas;PA;Todas;3G;2,48;23,49;25,44;7173,193571;23456;5564
5203575;Bonópolis;GO;Todas;3G;2,49;43,33;44,74;1628,485715;3111;1022
1504505;Melgaço;PA;Todas;3G;2,50;26,75;30,95;6774,115039;24745;4049
3108255;Bonito de Minas;MG;Todas;3G;2,53;27,55;30,76;3904,912027;9652;2280
1712702;Mateiros;TO;Todas;3G;2,53;65,07;64,50;9681,458259;2196;556
5205307;Cavalcante;GO;Todas;3G;2,53;50,76;51,33;6953,644309;9340;2682
2930204;Sento Sé;BA;Todas;3G;2,55;45,61;45,47;12698,686521;37336;9171
5101803;Barra do Garças;MT;Todas;3G;2,55;86,17;89,20;9078,982217;56457;17780
1301506;Envira;AM;Todas;3G;2,56;67,77;71,67;7499,109576;16320;3204
1501725;Brasil Novo;PA;Todas;3G;2,56;48,25;49,74;6362,575314;15652;4362
1718840;Sandolândia;TO;Todas;3G;2,60;53,58;54,05;3528,646291;3322;1123
2204550;Guaribas;PI;Todas;3G;2,60;43,11;46,34;3118,269029;4400;1072
2211209;Uruçuí;PI;Todas;3G;2,61;77,37;77,31;8411,577621;20130;5249
5213509;Monte Alegre de Goiás;GO;Todas;3G;2,63;32,03;34,68;3119,807672;7705;2176
5211305;Itarumã;GO;Todas;3G;2,64;65,06;65,90;3433,628044;6211;2057
2203230;Currais;PI;Todas;3G;2,64;25,52;26,61;3156,692364;4695;1131
1200393;Porto Walter;AC;Todas;3G;2,64;42,41;44,38;6443,830328;9090;1702
5106752;Pontes e Lacerda;MT;Todas;3G;2,66;84,66;84,63;8559,038647;41225;12776
1300607;Benjamin Constant;AM;Todas;3G;2,67;70,32;73,91;8793,441991;32953;5950
1303106;Nova Olinda do Norte;AM;Todas;3G;2,68;47,50;53,74;5608,569207;30321;5570
1506195;Rurópolis;PA;Todas;3G;2,68;36,64;41,14;7021,335855;39402;9328
2206654;Morro Cabeça no Tempo;PI;Todas;3G;2,71;35,83;39,87;2116,968622;4029;982
5106208;Nova Brasilândia;MT;Todas;3G;2,73;58,33;58,11;3281,884253;4563;1450
2915007;Itaeté;BA;Todas;3G;2,74;44,08;45,94;1208,905466;14840;4071
3140407;Marmelópolis;MG;Todas;3G;2,75;9,82;10,11;107,90151;2954;905
5107768;Santa Rita do Trivelato;MT;Todas;3G;2,76;58,76;58,79;4728,203597;2354;717
3134806;Jacuí;MG;Todas;3G;2,76;61,56;63,15;409,228564;7458;2501
3166956;Serranópolis de Minas;MG;Todas;3G;2,77;28,27;29,37;551,954075;4422;1286
3160454;Santo Antônio do Retiro;MG;Todas;3G;2,79;24,62;26,84;796,290027;6955;1798
1500347;Água Azul do Norte;PA;Todas;3G;2,84;31,54;30,80;7113,899157;24797;5812
4308656;Garruchos;RS;Todas;3G;2,85;35,43;36,20;799,848531;3233;1090
1715101;Novo Acordo;TO;Todas;3G;2,85;82,41;82,20;2674,681323;3753;1060
1503093;Goianésia do Pará;PA;Todas;3G;2,87;70,42;69,97;7023,934565;30350;7840
5103353;Confresa;MT;Todas;3G;2,87;55,57;57,04;5801,376147;25093;7286
1500701;Anajás;PA;Todas;3G;2,89;39,76;41,31;6921,760039;24675;4853
1200104;Brasiléia;AC;Todas;3G;2,91;67,76;71,22;3916,513981;21288;5930
5002100;Bela Vista;MS;Todas;3G;2,92;80,13;80,71;4892,603221;22960;6779
1200427;Rodrigues Alves;AC;Todas;3G;2,93;39,72;41,84;3076,950871;14348;3131
5106216;Nova Canaã do Norte;MT;Todas;3G;2,96;49,16;50,13;5966,196339;12075;3891
3126208;Formoso;MG;Todas;3G;2,97;64,48;64,52;3685,701656;8107;2225
1304237;Tonantins;AM;Todas;3G;2,98;52,82;52,28;6432,670375;17073;2795
3142254;Miravânia;MG;Todas;3G;2,99;25,29;26,44;602,128228;4501;1177
2202901;Corrente;PI;Todas;3G;3,00;62,93;65,01;3048,465431;25333;6670
1200336;Mâncio Lima;AC;Todas;3G;3,00;63,31;66,49;5453,184404;15134;3586
3171030;Verdelândia;MG;Todas;3G;3,00;17,11;17,43;1570,571677;8281;2118
1712405;Lizarda;TO;Todas;3G;3,02;62,90;60,56;5723,233868;3718;1014
5107701;Rosário Oeste;MT;Todas;3G;3,02;58,47;56,31;7475,516106;17526;5172
5106265;Novo Mundo;MT;Todas;3G;3,03;42,71;42,30;5790,980956;7288;2242
1505502;Paragominas;PA;Todas;3G;3,04;87,96;88,50;19342,320365;97412;24967
2104800;Grajaú;MA;Todas;3G;3,05;60,44;61,84;8830,947171;61963;14912
2609303;Mirandiba;PE;Todas;3G;3,06;41,15;42,43;821,679731;14260;3586
1710508;Itacajá;TO;Todas;3G;3,07;61,60;66,94;3051,358131;7088;1880
2921609;Morpará;BA;Todas;3G;3,08;63,48;62,29;1696,986479;8267;2393
1100924;Chupinguaia;RO;Todas;3G;3,13;45,98;45,91;5127,018075;8035;2345
5001102;Aquidauana;MS;Todas;3G;3,13;78,10;80,16;16958,189023;45245;13686
2203206;Curimatá;PI;Todas;3G;3,14;66,69;67,93;2337,52076;10752;2929
1711902;Lagoa da Confusão;TO;Todas;3G;3,15;63,66;68,88;10564,421607;10110;2643
1501808;Breves;PA;Todas;3G;3,16;51,99;56,73;9550,519417;92231;17500
5004403;Inocência;MS;Todas;3G;3,17;60,97;61,28;5776,025672;7620;2634
1300029;Alvarães;AM;Todas;3G;3,17;63,54;62,61;5911,768112;14049;2481
5106257;Nova Xavantina;MT;Todas;3G;3,18;79,47;78,97;5573,681293;19557;6378
1708205;Formoso do Araguaia;TO;Todas;3G;3,18;77,12;77,68;13423,663621;18375;5354
1304062;Tabatinga;AM;Todas;3G;3,22;80,12;84,63;3224,885026;51913;10014
5107305;São José do Rio Claro;MT;Todas;3G;3,22;80,03;79,99;4536,197116;16550;4926
1703073;Barra do Ouro;TO;Todas;3G;3,23;44,11;44,28;1106,345048;4108;1014
5213053;Mimoso de Goiás;GO;Todas;3G;3,24;11,08;10,68;1386,915344;2679;867
2106706;Mirador;MA;Todas;3G;3,24;47,58;49,61;8450,816221;20446;4897
5105606;Matupá;MT;Todas;3G;3,24;77,37;78,32;5239,710857;14127;4262
5213707;Montes Claros de Goiás;GO;Todas;3G;3,25;53,15;54,37;2899,177014;7945;2741
3143450;Montezuma;MG;Todas;3G;3,25;3,61;3,76;1130,419236;7455;1893
5100250;Alta Floresta;MT;Todas;3G;3,25;87,62;87,58;8976,419205;48896;15142
2923209;Oliveira dos Brejinhos;BA;Todas;3G;3,27;26,31;26,76;3512,688596;21792;6120
2209203;Santa Filomena;PI;Todas;3G;3,27;60,04;61,50;5285,490985;6089;1529
5220504;Serranópolis;GO;Todas;3G;3,27;76,60;76,00;5526,722945;7408;2423
2902500;Baianópolis;BA;Todas;3G;3,28;23,36;24,59;3342,543635;13806;3822
1600709;Tartarugalzinho;AP;Todas;3G;3,28;53,31;50,82;6709,831643;12525;2816
1600550;Pracuúba;AP;Todas;3G;3,31;51,21;51,19;4955,886839;3771;801
2201903;Bom Jesus;PI;Todas;3G;3,32;78,37;79,41;5469,365762;22500;5732
2202851;Coronel José Dias;PI;Todas;3G;3,33;32,71;32,42;1914,837489;4537;1324
1100700;Campo Novo de Rondônia;RO;Todas;3G;3,33;29,08;30,14;3442,023323;12616;3637
2109502;Riachão;MA;Todas;3G;3,33;52,08;54,54;6373,017247;20200;5277
2928406;Santa Rita de Cássia;BA;Todas;3G;3,34;56,33;56,93;5977,771225;26134;7193
1716604;Peixe;TO;Todas;3G;3,36;51,04;51,26;5291,202359;10346;3289
2924405;Pilão Arcado;BA;Todas;3G;3,36;35,87;35,99;11731,357604;32791;8204
2904753;Buritirama;BA;Todas;3G;3,38;42,53;45,65;3942,07931;19569;4588
5106505;Poconé;MT;Todas;3G;3,42;74,24;72,69;17270,994032;31599;8885
2100600;Amarante do Maranhão;MA;Todas;3G;3,42;42,60;43,93;7438,240462;37698;9237
2205599;Lagoa do Sítio;PI;Todas;3G;3,44;35,03;35,83;804,697535;4845;1461
5108204;Torixoréu;MT;Todas;3G;3,44;74,44;75,95;2399,459127;4067;1450
2208106;Pimenteiras;PI;Todas;3G;3,45;41,83;43,18;4563,057524;11704;3184
